7.085622000E-3	7.329130173E-1	1.097502038E-1	9.896011353E0	9.923721443E0
1.105593400E-2	7.439838052E-1	1.054885238E-1	9.930536270E0	9.958925160E0
1.502624700E-2	7.663360834E-1	1.013130397E-1	9.969552040E0	9.999475146E0
1.899655900E-2	8.050934672E-1	1.206869185E-1	1.001501274E1	1.004804563E1
2.296843400E-2	8.222167492E-1	1.688486785E-1	1.003978825E1	1.007481505E1
2.693874700E-2	8.166909218E-1	1.851196736E-1	1.004563999E1	1.008048293E1
3.090749700E-2	8.417151570E-1	2.049245089E-1	1.004655838E1	1.008383924E1
3.487937200E-2	8.500086665E-1	2.310691923E-1	1.002327728E1	1.006190813E1
3.884968400E-2	8.522017002E-1	2.364130616E-1	9.982173920E0	1.002127412E1
4.281999700E-2	8.485242128E-1	2.574724555E-1	9.959275246E0	9.998672353E0
4.679030900E-2	8.384973407E-1	3.067642748E-1	9.902935982E0	9.943104302E0
5.076062200E-2	8.251568079E-1	3.476572335E-1	9.869636536E0	9.910170264E0
5.473093400E-2	8.140956163E-1	3.716279864E-1	9.812922478E0	9.853644330E0
5.870280900E-2	7.955645323E-1	3.808887601E-1	9.762251854E0	9.802018182E0
6.267312200E-2	7.722736597E-1	4.003201127E-1	9.722144127E0	9.760980956E0
6.664343400E-2	7.512238622E-1	4.276618958E-1	9.662864685E0	9.701452773E0
7.061374700E-2	7.295898199E-1	4.392881095E-1	9.643939972E0	9.681469596E0
7.458562200E-2	7.092678547E-1	4.565646946E-1	9.611713409E0	9.648655185E0
7.855437200E-2	7.086071372E-1	4.639771283E-1	9.588882446E0	9.626217607E0
8.252624700E-2	6.961476207E-1	4.829200804E-1	9.560602188E0	9.598069989E0
8.649655900E-2	6.912634969E-1	4.867220521E-1	9.527898788E0	9.565333183E0
9.046687200E-2	6.962913275E-1	4.984248877E-1	9.492109299E0	9.530655167E0
9.443718400E-2	7.058010697E-1	4.856398702E-1	9.461750984E0	9.500459616E0
9.840749700E-2	7.107043862E-1	4.791563749E-1	9.455564499E0	9.494334708E0
1.023778090E-1	7.200322151E-1	4.906294048E-1	9.466060638E0	9.506075300E0
1.063496840E-1	7.370789051E-1	4.670512974E-1	9.490845680E0	9.530874774E0
1.103184340E-1	7.546332479E-1	4.513740540E-1	9.520045280E0	9.560568603E0
1.142903090E-1	7.647559047E-1	4.581352770E-1	9.528769493E0	9.570380744E0
1.182606220E-1	7.497299314E-1	4.330249131E-1	9.559731483E0	9.598857827E0
1.222309340E-1	7.593641281E-1	4.237353802E-1	9.601199150E0	9.640498466E0
1.262012470E-1	7.753765583E-1	4.275373816E-1	9.604291916E0	9.645020489E0
1.301715590E-1	7.651581168E-1	4.406097531E-1	9.636106491E0	9.676474162E0
1.341418720E-1	7.477283478E-1	4.322204590E-1	9.661676407E0	9.700201194E0
1.381137470E-1	7.337462306E-1	4.238120019E-1	9.682065010E0	9.719073156E0
1.420840590E-1	7.395688891E-1	4.236013293E-1	9.685914993E0	9.723340449E0
1.460543720E-1	7.218039632E-1	4.237258434E-1	9.684814453E0	9.720914337E0
1.500246840E-1	7.284789681E-1	4.201728106E-1	9.672402382E0	9.708892555E0
1.539949970E-1	7.078601122E-1	4.340208769E-1	9.683482170E0	9.719015742E0
1.579653090E-1	7.020086646E-1	4.386368990E-1	9.699351311E0	9.734610128E0
1.619356220E-1	7.282873988E-1	4.340400398E-1	9.695223808E0	9.732222664E0
1.659074970E-1	7.192851901E-1	4.344997108E-1	9.684392929E0	9.720783281E0
1.698778090E-1	7.278564572E-1	4.121953547E-1	9.655853271E0	9.692016428E0
1.738481220E-1	7.200609446E-1	3.966521919E-1	9.640846252E0	9.675832635E0
1.778184340E-1	7.368682027E-1	3.940281272E-1	9.621847153E0	9.658062722E0
1.817887470E-1	7.394061089E-1	3.938940763E-1	9.641057968E0	9.677389766E0
1.857715590E-1	7.749552131E-1	3.974087536E-1	9.663505554E0	9.702671225E0
1.897309340E-1	7.882478237E-1	3.888662457E-1	9.669989586E0	9.709853252E0
1.936996840E-1	8.314391971E-1	3.847769499E-1	9.665526390E0	9.708848791E0
1.976715590E-1	8.698613644E-1	3.659010530E-1	9.676750183E0	9.722655835E0
2.016418720E-1	8.981320858E-1	3.742903471E-1	9.697455406E0	9.746146719E0
2.056106220E-1	9.222560525E-1	3.710533679E-1	9.714166641E0	9.764899916E0
